station_id,source,error,detail
,bornes-solutions,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRBSPS13115000000998, local: S13115000000998"
,bornes-solutions,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRBSPS20190000074, local: EV20190000074"
,bornes-solutions,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRBSPS20200000707, local: EV20200000707"
,bornes-solutions,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRBSPS78000000001055, local: S78000000001055"
,bornes-solutions,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRBSPS78000000001056, local: S78000000001056"
,bornes-solutions,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRBSCS20200000689, local: S20200000689"
,bornes-solutions,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRBSPS31240000001073, local: EV-OCEALUNION-01"
,bornes-solutions,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRBSPS31240000001074, local: EV-OCEALUNION-02"
,bornes-solutions,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRBSPS31240000001075, local: EV-OCEALUNION-03"
,bornes-solutions,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRBSPS31240000001076, local: EV-OCEALUNION-04"
,bornes-solutions,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRBSPS20200000707, local: EV20200000707"
,bornes-solutions,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRBSPS20190000375, local: EV20190000375"
,bornes-solutions,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRBSPS20190000063, local: EV20190000063"
,bornes-solutions,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRBSPS20190000375, local: EV20190000375"
,bornes-solutions,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRBSPS20190000076, local: EV20190000076"
,bornes-solutions,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRBSPS20190000372, local: EV20190000372"
,bornes-solutions,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRBSPS20190000372, local: EV20190000372"
,bornes-solutions,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRBSPS20190000373, local: EV20190000373"
,bornes-solutions,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRBSPS20190000373, local: EV20190000373"
,bornes-solutions,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRBSPS20190000374, local: EV20190000374"
,bornes-solutions,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRBSPS20190000374, local: EV20190000374"
,bornes-solutions,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRBSPS20190000376, local: EV20190000376"
,bornes-solutions,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRBSPS20190000063, local: EV20190000063"
,bornes-solutions,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRBSPS20190000376, local: EV20190000376"
,bornes-solutions,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRBSPS20190000344, local: EV20190000344"
,bornes-solutions,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRBSPS20190000344, local: EV20190000344"
,bornes-solutions,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRBSPS20190000048, local: EV20190000048"
,bornes-solutions,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRBSPS20190000049, local: EV20190000049"
,bornes-solutions,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRBSPS20190000340, local: EV20190000340"
,bornes-solutions,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRBSPS20190000340, local: EV20190000340"
,bornes-solutions,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRBSPS20190000075, local: EV20190000075"
,bornes-solutions,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRBSPS86300000001101, local: EV-SD-86CHA-01"
,bornes-solutions,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRBSPS20190000077, local: EV20190000077"
FR*BSP*P67300000000613,bornes-solutions,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*BSP*P71210000000609,bornes-solutions,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*BSP*P94000000000610,bornes-solutions,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*BSC*P78150000000608,bornes-solutions,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*BSC*P63000000000611,bornes-solutions,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*BSP*P24200000000736,bornes-solutions,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*BSP*P44800000000737,bornes-solutions,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*BSP*P34430000000738,bornes-solutions,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
,bornes-solutions,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRBSPS20190000209, local: EV20190000209"
FR*BSP*P67500000000612,bornes-solutions,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*BSP*P91080000000520,bornes-solutions,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*BSP*P91640000000497,bornes-solutions,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
,bornes-solutions,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRBSPS20190000210, local: EV20190000210"
,bornes-solutions,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRBSPS20190000211, local: EV20190000211"
,bornes-solutions,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRBSPS20190000212, local: EV20190000212"
,bornes-solutions,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRBSPS28300000001099, local: EV-LTE-MAINV-01"
,bornes-solutions,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRBSPS28300000001100, local: EV-LTE-MAINV-02"
,bornes-solutions,le format de l'identifiant ref:EU:EVSE (id_station_itinerance) n'est pas valide,"iti: FRBSPS86300000001101, local: EV-SD-86CHA-01"
FR*BSP*P41300000000490,bornes-solutions,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*BSP*P34960000000519,bornes-solutions,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G47*PGRIMALJEEP811001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G46*PJFCNORMANDIEVOLVO141121,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G47*PGRIMALJEEP810001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G47*PHESSFIAT421521,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G46*PEUROPAUTOVOLVO596401,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G46*PCAVALLARIVOLVO062501,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G46*PLEMPEREURVOLVO591871,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G46*PCAVALLARIKIAVOLVO062002,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G47*PEURAUTOFIAT596401,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G47*PHESSFIAT681101,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G47*PHESSJEEP680001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G47*PHESSFIAT210001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G46*PDUGARDINVOLVO593001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G47*PHESSFIAT683301,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G47*PBYMYCARFIAT732001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G47*PBYMYCARFIAT386001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G47*PBYMYCARFIAT386002,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G46*PLEMPEREURVOLVO628001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G46*PGRIMVOLVO260001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G46*PCOCHETVOLVO741001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G46*PCOCHETVOLVO734901,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G46*PCOCHETVOLVO743301,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G46*PDUGARDINVOLVO592231,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G46*PDUGARDINVOLVO596501,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G47*PSAIPFIAT593001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G47*PLEMPEREURFIAT591871,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G47*PPRIODFIAT772401,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G41*PJLRGRIMVALENCE260001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G41*PJLRABC062001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G41*PJLRABC061101,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G41*PJLRNUDANT213001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G41*PJLRGRIMRODEZ120001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G41*PJLRJFC141001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G41*PJLRJFC279301,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G41*PJLRJFC766001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G41*PJLRJFC277001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G41*PJLRJFC760001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G41*PJLRGRIMNIMES309001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G41*PJLRGRIMBEZIERS345001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G41*PJLRGRIMMONTPELLIER340701,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G41*PJLRBBCAJACCIO201671,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G41*PJLRBBCBASTIA206201,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G47*PLEMPEREURFIAT628001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G47*PPRIODFIAT783101,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G47*PPRIODFIAT911001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G47*PPRIODFIAT911701,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G47*PHESSFIAT257701,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G41*PDUGARDINJLR593001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G47*PHESSFIAT678001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G47*PHESSFIAT675001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G47*PHESSFIAT420001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G47*PHESSFIAT900001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G42*PBEAUCHAMPKIA132001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G44*PHESSOPEL210001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G44*PSAGGPEUGEOT423001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G44*PHESSOPEL212001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G44*PHESSOPEL900001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G44*PHESSOPEL257701,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G44*PHESSOPEL571401,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G44*PHESSOPEL571001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G44*PAEROAUTOOPEL913001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G44*PAEROAUTOOPEL919401,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G44*PM3AUTOPEUGEOT201671,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G44*PHESSPEUGEOT082001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G44*PSOFIDAPEUGEOT591901,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G44*PHESSPEUGEOT511001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G44*PHESSPEUGEOT080001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G44*PHESSPEUGEOT025001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G44*PGENTILPEUGEOT89200,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G44*PMVAUTOOPEL763701,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G44*PSOFIDACITROEN621001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G44*PSOFIDACITROEN592101,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G44*PSOFIDACITROEN625001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G44*PLEMPEREUROPEL591871,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G44*PLEMPEREUROPEL622171,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G44*PLEMPEREUROPEL626601,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G44*PLEMPEREUROPEL627001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G44*PLEMPEREUROPEL627101,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G44*PTENEDOROPEL511001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G44*PLEMPEREUROPEL628001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G44*PBYMYCAR732001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G44*PBYMYCAR740001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G44*PBYMYCAR730001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G41*PJLRJFC141121,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G44*PTENEDOROPEL512001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G44*PSOFIDAPEUGEOT592102,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G44*PSOFIDADS592101,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G44*PSOFIDACITROEN624001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G44*PSOFIDACITROEN591901,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G44*PSOFIDACITROEN627501,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G44*PSOFIDACITROEN629501,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G44*PSOFIDAPEUGEOT622191,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G45*PBYMYCARRENAULT386001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G42*PAEROAUTOKIA919401,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G42*PJPVKIA835001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G42*PEVOLUTION23KIA230001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G42*PTARMAKKIA361301,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G42*PCARDONAKIA133001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G42*PCARDONAKIA138001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G42*PJPVKIA831001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G42*PJPVKIA836001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G42*PGRIMALKIA811001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G42*PGRIMALKIA810001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G42*PMAURINSUZUKI661001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G42*PKIABRIANCON051001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G45*PMAURINRENAULT944701,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G45*PMAURINRENAULT944501,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G45*PEMILFREYRENAULT628001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G42*PKIALESMILLES130901,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G42*PEURAUTOKIA596401,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G42*PEURAUTOKIA592231,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G42*PEUROPAUTOKIA621001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G42*PEUROPAUTOKIA623611,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G44*PSOFIDAPEUGEOT624001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G44*PSOFIDADS625001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G44*PSOFIDAPEUGEOT592801,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G44*PEUROPAUTOOPEL621001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G44*PSOFIDAPEUGEOT622001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G44*PSOFIDAPEUGEOT627001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G44*PSOFIDAPEUGEOT621001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G44*PSOFIDAPEUGEOT591871,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G44*PEURAUTOOPEL593201,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G42*PKIAVIERZON181001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G42*PCFAUTOKIA206001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G44*PEURAUTOOPEL596401,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G44*PEURAUTOOPEL592231,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G44*PEURAUTOOPEL598801,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G44*PEURAUTOOPEL596501,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*E11*PLM344201,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*E11*PLM974381,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*E11*PLMALBI810001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*E11*PLM783901,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*E11*PLMBIGANOS333801,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*E11*PLMTOURCOING592121,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*E11*PLMREAU775501,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*E56*PLMLEZENNES592601,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*E45*PIMTDOUAI596501,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*E45*PIMTDOUAI595082,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*E47*PHOTELAKENA250001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*SSD*PDARTYLIMONEST697601,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*E45*PIMTDOUAI595081,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*E11*PLMNIORT790001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*E11*PLMGEN922301,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*E11*PLMLAVAL539401,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*E11*PLMGRENOBLE381201,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*E11*PLMBREST294901,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*E11*PLMAJACCIO200901,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*E11*PLMSTRASBOURG672001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*E08*PDRVPARASOL200901,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G44*PBYMYCAR386001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*E08*PDRVPARASOL206001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*E11*PLMBORDEAUX33300P1,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*E11*PLMTASSIN691601,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*E11*PLMHAGUENAU675001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*E11*PLMVENISSIEUX695001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*E11*PLMPUGETSURARGENS834801,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*E11*PLMAVIGNON841301,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*SSD*POTERA800001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*SSD*PGENEVRAY382001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*SSD*PGEANTCASINO202501,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*SSD*PPROMOD598471,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*SSD*PLECLERCOCEANE444001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*SSD*PGHICLSAINTVINCENT59000,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*SSD*PGHICLSAINTPHILIBERT59160,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*SSD*PLEMPEREURSIEGE591871,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*SSD*PAVENTIM593001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*SSD*PCAMPANILE863601,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*SSD*PCORINASSETMANAGEMENT3,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*SSD*PCASINOGOLDENPALACE622001,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G41*PJLRREIMS514201,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G41*PJLRSVAAVIGNON841301,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G41*PJLRSVAMANOSQUE041301,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G41*PJLROPALE623601,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G41*PJLRSVAGAP05000P1,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G41*PJLRAAV130101,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G41*PJLRAAV831301,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
FR*G41*PJLRASCQ596501,driveco,le numéro de téléphone de l'opérateur (telephone_operateur) est dans un format invalide,
